question_id,bundle_id,explanation_id,correct_answer,part,tags,deployed_at
q11740,b8518,e8518,d,6,108,2019-01-08 01:47:08.350
q11741,b8518,e8518,b,6,134,2019-01-08 01:47:08.535
q11742,b8518,e8518,d,6,143,2019-01-08 01:47:08.718
q11743,b8519,e8519,d,6,143,2019-01-08 01:47:09.929
q11744,b8519,e8519,c,6,71,2019-01-08 01:47:10.107
q11745,b8519,e8519,c,6,134,2019-01-08 01:47:10.294
q11746,b8519,e8519,b,6,77,2019-01-08 01:47:10.481
q11747,b8520,e8520,a,6,77,2019-01-08 01:47:11.639
q11748,b8520,e8520,b,6,87,2019-01-08 01:47:11.842
q11749,b8520,e8520,a,6,98,2019-01-08 01:47:12.019
q11750,b8520,e8520,c,6,143,2019-01-08 01:47:12.195
q11751,b8521,e8521,c,6,77,2019-01-08 01:47:13.397
q11752,b8521,e8521,a,6,94,2019-01-08 01:47:13.578
q11753,b8521,e8521,b,6,143,2019-01-08 01:47:13.759
q11754,b8521,e8521,b,6,73,2019-01-08 01:47:13.944
q11755,b8522,e8522,a,6,143,2019-01-08 01:47:15.131
q11756,b8522,e8522,d,6,73,2019-01-08 01:47:15.343
q11757,b8522,e8522,b,6,134,2019-01-08 01:47:15.527
q11758,b8522,e8522,d,6,77,2019-01-08 01:47:15.704
q11759,b8523,e8523,d,6,77,2019-01-08 01:47:16.879
q11760,b8523,e8523,d,6,85,2019-01-08 01:47:17.057
q11761,b8523,e8523,b,6,143,2019-01-08 01:47:17.236
q11762,b8523,e8523,b,6,118,2019-01-08 01:47:17.417
q11763,b8524,e8524,b,6,95,2019-01-08 01:46:28.653
q11764,b8524,e8524,d,6,143,2019-01-08 01:46:28.818
q11765,b8524,e8524,a,6,76,2019-01-08 01:46:28.973
q11766,b8524,e8524,a,6,76,2019-01-08 01:46:29.146
q11767,b8525,e8525,d,6,85,2019-01-08 01:46:30.266
q11768,b8525,e8525,a,6,143,2019-01-08 01:46:30.417
q11769,b8525,e8525,d,6,138,2019-01-08 01:46:30.579
q11770,b8525,e8525,c,6,88,2019-01-08 01:46:30.751
q11771,b8526,e8526,d,6,77,2019-01-08 01:46:31.860
q11772,b8526,e8526,d,6,134,2019-01-08 01:46:32.026
q11773,b8526,e8526,c,6,143,2019-01-08 01:46:32.210
q11774,b8526,e8526,b,6,92,2019-01-08 01:46:32.383
q11775,b8527,e8527,d,6,86,2019-01-08 01:46:33.457
q11776,b8527,e8527,b,6,143,2019-01-08 01:46:33.629
q11777,b8527,e8527,a,6,119,2019-01-08 01:46:33.795
q11778,b8527,e8527,b,6,107,2019-01-08 01:46:33.948
q11779,b8528,e8528,b,6,77,2019-01-08 01:46:35.042
q11780,b8528,e8528,d,6,122,2019-01-08 01:46:35.202
q11781,b8528,e8528,b,6,134,2019-01-08 01:46:35.361
q11782,b8528,e8528,c,6,143,2019-01-08 01:46:35.535
q11783,b8529,e8529,c,6,87,2019-01-08 01:46:36.634
q11784,b8529,e8529,c,6,77,2019-01-08 01:46:36.794
q11785,b8529,e8529,d,6,143,2019-01-08 01:46:36.949
q11786,b8529,e8529,a,6,77,2019-01-08 01:46:37.115
q11787,b8530,e8530,d,6,88,2019-01-08 01:46:38.185
q11788,b8530,e8530,c,6,143,2019-01-08 01:46:38.344
q11789,b8530,e8530,c,6,77,2019-01-08 01:46:38.514
q11790,b8530,e8530,b,6,134,2019-01-08 01:46:38.672
q11791,b8531,e8531,a,6,98,1969-12-31 23:59:59.999
q11792,b8531,e8531,c,6,119,1969-12-31 23:59:59.999
q11793,b8531,e8531,d,6,77,1969-12-31 23:59:59.999
q11794,b8531,e8531,b,6,143,1969-12-31 23:59:59.999
q11795,b8532,e8532,d,6,73,2019-01-08 01:46:41.314
q11796,b8532,e8532,c,6,143,2019-01-08 01:46:41.475
q11797,b8532,e8532,d,6,94,2019-01-08 01:46:41.628
q11798,b8532,e8532,a,6,74,2019-01-08 01:46:41.796
q11799,b8533,e8533,d,6,143,2019-01-08 01:46:42.916
q11800,b8533,e8533,b,6,76,2019-01-08 01:46:43.083
q11801,b8533,e8533,a,6,134,2019-01-08 01:46:43.272
q11802,b8533,e8533,a,6,107,2019-01-08 01:46:43.444
q11803,b8534,e8534,c,6,86,2019-10-17 02:57:11.218
q11804,b8534,e8534,a,6,76,2019-10-17 02:57:12.619
q11805,b8534,e8534,b,6,143,2019-10-17 02:57:13.830
q11806,b8534,e8534,c,6,71,2019-10-17 02:57:15.060
q11807,b8535,e8535,b,6,143,2019-10-17 02:57:17.087
q11808,b8535,e8535,a,6,73,2019-10-17 02:57:18.306
q11809,b8535,e8535,a,6,77,2019-10-17 02:57:19.530
q11810,b8535,e8535,d,6,134,2019-10-17 02:57:20.744
q11811,b8536,e8536,a,6,101,2019-10-17 02:57:23.170
q11812,b8536,e8536,a,6,143,2019-10-17 02:57:24.403
q11813,b8536,e8536,c,6,80,2019-10-17 02:57:25.626
q11814,b8536,e8536,d,6,134,2019-10-17 02:57:26.858
q11815,b8537,e8537,c,6,88,2019-10-17 02:57:29.994
q11816,b8537,e8537,b,6,143,2019-10-17 02:57:31.164
q11817,b8537,e8537,b,6,121,2019-10-17 02:57:32.384
q11818,b8537,e8537,a,6,76,2019-10-17 02:57:33.611
q11819,b8538,e8538,c,6,143,2019-10-17 02:57:36.820
q11820,b8538,e8538,d,6,85,2019-10-17 02:57:38.142
q11821,b8538,e8538,b,6,86,2019-10-17 02:57:39.427
q11822,b8538,e8538,b,6,83,2019-10-17 02:57:40.595
q11823,b8539,e8539,c,6,138,2019-10-17 02:57:42.913
q11824,b8539,e8539,a,6,88,2019-10-17 02:57:44.083
q11825,b8539,e8539,a,6,143,2019-10-17 02:57:45.254
q11826,b8539,e8539,d,6,77,2019-10-17 02:57:46.495
q11827,b8540,e8540,d,6,143,1969-12-31 23:59:59.999
q11828,b8540,e8540,b,6,77,1969-12-31 23:59:59.999
q11829,b8540,e8540,c,6,74,1969-12-31 23:59:59.999
q11830,b8540,e8540,d,6,76,1969-12-31 23:59:59.999
q11831,b8541,e8541,d,6,85,2019-10-17 02:57:55.930
q11832,b8541,e8541,a,6,98,2019-10-17 02:57:57.106
q11833,b8541,e8541,b,6,77,2019-10-17 02:57:58.230
q11834,b8541,e8541,a,6,143,2019-10-17 02:57:59.502
q11835,b8542,e8542,c,6,83,2019-10-17 02:58:01.642
q11836,b8542,e8542,a,6,85,2019-10-17 02:58:02.860
q11837,b8542,e8542,a,6,143,2019-10-17 02:58:04.132
q11838,b8542,e8542,b,6,86,2019-10-17 02:58:05.196
q11839,b8543,e8543,a,6,77,2019-10-17 02:58:07.229
q11840,b8543,e8543,c,6,87,2019-10-17 02:58:08.459
q11841,b8543,e8543,b,6,143,2019-10-17 02:58:09.639
q11842,b8543,e8543,a,6,86,2019-10-17 02:58:10.872
q11843,b8544,e8544,b,6,109,2019-01-14 23:58:17.919
q11844,b8544,e8544,d,6,77,2019-01-14 23:58:18.098
q11845,b8544,e8544,d,6,143,2019-01-14 23:58:18.272
q11846,b8544,e8544,a,6,86,2019-01-14 23:58:18.452
q11847,b8545,e8545,a,6,85,2019-01-14 23:58:19.598
q11848,b8545,e8545,c,6,74,2019-01-14 23:58:19.761
q11849,b8545,e8545,c,6,143,2019-01-14 23:58:19.920
q11850,b8545,e8545,b,6,83,2019-01-14 23:58:20.081
q11851,b8546,e8546,a,6,77,2019-01-14 23:58:21.209
q11852,b8546,e8546,c,6,143,2019-01-14 23:58:21.391
q11853,b8546,e8546,d,6,98,2019-01-14 23:58:21.567
q11854,b8546,e8546,c,6,134,2019-01-14 23:58:21.740
q11855,b8547,e8547,d,6,77,2019-01-14 23:58:22.901
q11856,b8547,e8547,b,6,143,2019-01-14 23:58:23.078
q11857,b8547,e8547,c,6,119,2019-01-14 23:58:23.256
q11858,b8547,e8547,b,6,129,2019-01-14 23:58:23.435
q11859,b8548,e8548,b,6,98,2019-01-14 23:58:24.584
q11860,b8548,e8548,c,6,143,2019-01-14 23:58:24.767
q11861,b8548,e8548,b,6,72,2019-01-14 23:58:24.942
q11862,b8548,e8548,a,6,85,2019-01-14 23:58:25.118
q11863,b8549,e8549,c,6,85,2019-01-14 23:58:26.273
q11864,b8549,e8549,b,6,143,2019-01-14 23:58:26.446
q11865,b8549,e8549,a,6,122,2019-01-14 23:58:26.617
q11866,b8549,e8549,c,6,76,2019-01-14 23:58:26.797
q11867,b8550,e8550,b,6,143,2019-01-14 23:58:27.999
q11868,b8550,e8550,c,6,71,2019-01-14 23:58:28.187
q11869,b8550,e8550,d,6,77,2019-01-14 23:58:28.365
q11870,b8550,e8550,a,6,73,2019-01-14 23:58:28.635
q11871,b8551,e8551,c,6,107,2019-01-14 23:58:29.833
q11872,b8551,e8551,d,6,76,2019-01-14 23:58:30.023
q11873,b8551,e8551,b,6,143,2019-01-14 23:58:30.220
q11874,b8551,e8551,d,6,83,2019-01-14 23:58:30.429
q11875,b8552,e8552,c,6,119,1969-12-31 23:59:59.999
q11876,b8552,e8552,c,6,138,1969-12-31 23:59:59.999
q11877,b8552,e8552,a,6,85,1969-12-31 23:59:59.999
q11878,b8552,e8552,b,6,143,1969-12-31 23:59:59.999
q11879,b8553,e8553,d,6,85,2019-01-14 23:58:33.342
q11880,b8553,e8553,a,6,83,2019-01-14 23:58:33.525
q11881,b8553,e8553,c,6,93,2019-01-14 23:58:33.708
q11882,b8553,e8553,d,6,143,2019-01-14 23:58:33.883
q11883,b8554,e8554,d,6,138,1969-12-31 23:59:59.999
q11884,b8554,e8554,c,6,77,1969-12-31 23:59:59.999
q11885,b8554,e8554,c,6,80,1969-12-31 23:59:59.999
q11886,b8554,e8554,a,6,143,1969-12-31 23:59:59.999
q11887,b8555,e8555,d,6,77,2019-01-14 23:58:02.944
q11888,b8555,e8555,c,6,107,2019-01-14 23:58:03.122
q11889,b8555,e8555,d,6,143,2019-01-14 23:58:03.300
q11890,b8555,e8555,d,6,133,2019-01-14 23:58:03.483
q11891,b8556,e8556,c,6,76,2019-01-14 23:58:04.628
q11892,b8556,e8556,b,6,121,2019-01-14 23:58:04.810
q11893,b8556,e8556,b,6,143,2019-01-14 23:58:04.984
q11894,b8556,e8556,d,6,113,2019-01-14 23:58:05.160
q11895,b8557,e8557,c,6,77,2019-01-14 23:58:06.343
q11896,b8557,e8557,d,6,74,2019-01-14 23:58:06.534
q11897,b8557,e8557,b,6,143,2019-01-14 23:58:06.704
q11898,b8557,e8557,a,6,98,2019-01-14 23:58:06.879
q11899,b8558,e8558,d,6,71,2019-01-14 23:58:08.049
q11900,b8558,e8558,d,6,143,2019-01-14 23:58:08.224
q11901,b8558,e8558,b,6,77,2019-01-14 23:58:08.407
q11902,b8558,e8558,c,6,134,2019-01-14 23:58:08.584
q11903,b8559,e8559,c,6,71,2019-01-14 23:58:09.755
q11904,b8559,e8559,b,6,85,2019-01-14 23:58:09.922
q11905,b8559,e8559,d,6,143,2019-01-14 23:58:10.083
q11906,b8559,e8559,c,6,133,2019-01-14 23:58:10.245
q11907,b8560,e8560,b,6,85,2019-01-14 23:58:11.320
q11908,b8560,e8560,c,6,133,2019-01-14 23:58:11.480
q11909,b8560,e8560,a,6,86,2019-01-14 23:58:11.641
q11910,b8560,e8560,a,6,143,2019-01-14 23:58:11.828
q11911,b8561,e8561,a,6,85,2019-01-14 23:58:12.980
q11912,b8561,e8561,d,6,143,2019-01-14 23:58:13.155
q11913,b8561,e8561,b,6,100,2019-01-14 23:58:13.332
q11914,b8561,e8561,c,6,85,2019-01-14 23:58:13.513
q11915,b8562,e8562,b,6,76,2019-01-14 23:58:14.669
q11916,b8562,e8562,d,6,143,2019-01-14 23:58:14.851
q11917,b8562,e8562,a,6,77,2019-01-14 23:58:15.028
q11918,b8562,e8562,b,6,86,2019-01-14 23:58:15.205
q11919,b8563,e8563,a,6,134,2019-01-14 23:58:16.367
q11920,b8563,e8563,b,6,85,2019-01-14 23:58:16.525
q11921,b8563,e8563,b,6,143,2019-01-14 23:58:16.688
q11922,b8563,e8563,d,6,119,2019-01-14 23:58:16.847
q11923,b8564,e8564,d,6,77,2019-10-17 02:21:28.838
q11924,b8564,e8564,a,6,143,2019-10-17 02:21:29.795
q11925,b8564,e8564,b,6,78,2019-10-17 02:21:30.759
q11926,b8564,e8564,a,6,98,2019-10-17 02:21:31.730
q11927,b8565,e8565,a,6,143,2019-10-17 02:21:34.505
q11928,b8565,e8565,d,6,77,2019-10-17 02:21:35.527
q11929,b8565,e8565,c,6,116,2019-10-17 02:21:36.570
q11930,b8565,e8565,b,6,85,2019-10-17 02:21:37.593
q11931,b8566,e8566,a,6,76,2019-10-17 02:21:39.578
q11932,b8566,e8566,c,6,71,2019-10-17 02:21:40.562
q11933,b8566,e8566,b,6,88,2019-10-17 02:21:41.565
q11934,b8566,e8566,b,6,143,2019-10-17 02:21:42.550
q11935,b8567,e8567,b,6,85,2019-10-17 02:21:44.352
q11936,b8567,e8567,b,6,143,2019-10-17 02:21:45.461
q11937,b8567,e8567,d,6,80,2019-10-17 02:21:46.943
q11938,b8567,e8567,c,6,83,2019-10-17 02:21:48.670
q11939,b8568,e8568,d,6,143,2019-10-17 02:21:51.712
q11940,b8568,e8568,c,6,74,2019-10-17 02:21:52.693
q11941,b8568,e8568,d,6,76,2019-10-17 02:21:53.715
q11942,b8568,e8568,a,6,86,2019-10-17 02:21:54.701
q11943,b8569,e8569,d,6,78,2019-10-17 02:21:57.249
q11944,b8569,e8569,a,6,143,2019-10-17 02:21:58.245
q11945,b8569,e8569,c,6,85,2019-10-17 02:21:59.245
q11946,b8569,e8569,b,6,77,2019-10-17 02:22:00.293
q11947,b8570,e8570,a,6,86,2019-10-17 02:22:02.364
q11948,b8570,e8570,d,6,105,2019-10-17 02:22:03.360
q11949,b8570,e8570,b,6,83,2019-10-17 02:22:04.368
q11950,b8570,e8570,c,6,143,2019-10-17 02:22:05.370
q11951,b8571,e8571,b,6,143,2019-10-17 02:22:09.974
q11952,b8571,e8571,b,6,133,2019-10-17 02:22:11.504
q11953,b8571,e8571,c,6,79,2019-10-17 02:22:13.013
q11954,b8571,e8571,d,6,76,2019-10-17 02:22:14.552
q11955,b8572,e8572,c,6,76,2019-10-17 02:22:17.578
q11956,b8572,e8572,d,6,92,2019-10-17 02:22:19.020
q11957,b8572,e8572,a,6,71,2019-10-17 02:22:20.685
q11958,b8572,e8572,c,6,143,2019-10-17 02:22:22.136
q11959,b8573,e8573,b,6,120,2019-10-17 02:22:25.004
q11960,b8573,e8573,b,6,94,2019-10-17 02:22:26.300
q11961,b8573,e8573,a,6,77,2019-10-17 02:22:27.791
q11962,b8573,e8573,c,6,143,2019-10-17 02:22:29.069
q16925,b11241,e11241,a,7,-1,1969-12-31 23:59:59.999
q16926,b11241,e11241,c,7,-1,1969-12-31 23:59:59.999
q16927,b11242,e11242,c,7,-1,1969-12-31 23:59:59.999
q16928,b11242,e11242,a,7,-1,1969-12-31 23:59:59.999
q16929,b11243,e11243,b,7,-1,1969-12-31 23:59:59.999
q16930,b11243,e11243,a,7,-1,1969-12-31 23:59:59.999
q16931,b11243,e11243,a,7,-1,1969-12-31 23:59:59.999
q16932,b11244,e11244,a,7,-1,1969-12-31 23:59:59.999
q16933,b11244,e11244,d,7,-1,1969-12-31 23:59:59.999
q16934,b11245,e11245,c,7,-1,1969-12-31 23:59:59.999
q16935,b11245,e11245,b,7,-1,1969-12-31 23:59:59.999
q16936,b11245,e11245,a,7,-1,1969-12-31 23:59:59.999
q16937,b11246,e11246,a,7,-1,1969-12-31 23:59:59.999
q16938,b11246,e11246,c,7,-1,1969-12-31 23:59:59.999
q16939,b11246,e11246,a,7,-1,1969-12-31 23:59:59.999
q16940,b11247,e11247,b,7,-1,1969-12-31 23:59:59.999
q16941,b11247,e11247,c,7,-1,1969-12-31 23:59:59.999
q16942,b11247,e11247,d,7,-1,1969-12-31 23:59:59.999
q16943,b11247,e11247,a,7,-1,1969-12-31 23:59:59.999
q16944,b11247,e11247,a,7,-1,1969-12-31 23:59:59.999
q16945,b11248,e11248,d,7,-1,1969-12-31 23:59:59.999
q16946,b11248,e11248,c,7,-1,1969-12-31 23:59:59.999
q16947,b11248,e11248,a,7,-1,1969-12-31 23:59:59.999
q16948,b11248,e11248,a,7,-1,1969-12-31 23:59:59.999
q16949,b11248,e11248,b,7,-1,1969-12-31 23:59:59.999
q16950,b11249,e11249,b,7,-1,1969-12-31 23:59:59.999
q16951,b11249,e11249,a,7,-1,1969-12-31 23:59:59.999
q16952,b11250,e11250,b,7,-1,1969-12-31 23:59:59.999
q16953,b11250,e11250,d,7,-1,1969-12-31 23:59:59.999
q16954,b11251,e11251,d,7,-1,1969-12-31 23:59:59.999
q16955,b11251,e11251,a,7,-1,1969-12-31 23:59:59.999
q16956,b11252,e11252,c,7,-1,1969-12-31 23:59:59.999
q16957,b11252,e11252,c,7,-1,1969-12-31 23:59:59.999
q16958,b11252,e11252,c,7,-1,1969-12-31 23:59:59.999
q16959,b11253,e11253,a,7,-1,1969-12-31 23:59:59.999
q16960,b11253,e11253,d,7,-1,1969-12-31 23:59:59.999
q16961,b11254,e11254,c,7,-1,1969-12-31 23:59:59.999
q16962,b11254,e11254,a,7,-1,1969-12-31 23:59:59.999
q16963,b11254,e11254,d,7,-1,1969-12-31 23:59:59.999
q16964,b11255,e11255,a,7,-1,1969-12-31 23:59:59.999
q16965,b11255,e11255,a,7,-1,1969-12-31 23:59:59.999
q16966,b11255,e11255,d,7,-1,1969-12-31 23:59:59.999
q16967,b11256,e11256,b,7,-1,1969-12-31 23:59:59.999
q16968,b11256,e11256,b,7,-1,1969-12-31 23:59:59.999
q16969,b11256,e11256,a,7,-1,1969-12-31 23:59:59.999
q16970,b11256,e11256,c,7,-1,1969-12-31 23:59:59.999
q16971,b11257,e11257,b,7,-1,1969-12-31 23:59:59.999
q16972,b11257,e11257,a,7,-1,1969-12-31 23:59:59.999
q16973,b11257,e11257,d,7,-1,1969-12-31 23:59:59.999
q16974,b11257,e11257,b,7,-1,1969-12-31 23:59:59.999
q16975,b11258,e11258,c,7,-1,1969-12-31 23:59:59.999
q16976,b11258,e11258,c,7,-1,1969-12-31 23:59:59.999
q16977,b11258,e11258,b,7,-1,1969-12-31 23:59:59.999
q16978,b11258,e11258,d,7,-1,1969-12-31 23:59:59.999
q16979,b11259,e11259,a,7,-1,1969-12-31 23:59:59.999
q16980,b11259,e11259,b,7,-1,1969-12-31 23:59:59.999
q16981,b11260,e11260,a,7,-1,1969-12-31 23:59:59.999
q16982,b11260,e11260,c,7,-1,1969-12-31 23:59:59.999
q16983,b11261,e11261,c,7,-1,1969-12-31 23:59:59.999
q16984,b11261,e11261,d,7,-1,1969-12-31 23:59:59.999
q16985,b11262,e11262,a,7,-1,1969-12-31 23:59:59.999
q16986,b11262,e11262,d,7,-1,1969-12-31 23:59:59.999
q16987,b11262,e11262,c,7,-1,1969-12-31 23:59:59.999
q16988,b11263,e11263,d,7,-1,1969-12-31 23:59:59.999
q16989,b11263,e11263,b,7,-1,1969-12-31 23:59:59.999
q16990,b11263,e11263,a,7,-1,1969-12-31 23:59:59.999
q16991,b11264,e11264,a,7,-1,1969-12-31 23:59:59.999
q16992,b11264,e11264,c,7,-1,1969-12-31 23:59:59.999
q16993,b11264,e11264,c,7,-1,1969-12-31 23:59:59.999
q16994,b11265,e11265,b,7,-1,1969-12-31 23:59:59.999
q16995,b11265,e11265,c,7,-1,1969-12-31 23:59:59.999
q16996,b11265,e11265,c,7,-1,1969-12-31 23:59:59.999
q16997,b11265,e11265,c,7,-1,1969-12-31 23:59:59.999
q16998,b11265,e11265,d,7,-1,1969-12-31 23:59:59.999
q16999,b11266,e11266,a,7,-1,1969-12-31 23:59:59.999
q17000,b11266,e11266,a,7,-1,1969-12-31 23:59:59.999
q17001,b11266,e11266,d,7,-1,1969-12-31 23:59:59.999
q17002,b11266,e11266,d,7,-1,1969-12-31 23:59:59.999
q17003,b11266,e11266,b,7,-1,1969-12-31 23:59:59.999
q17004,b11267,e11267,d,7,-1,1969-12-31 23:59:59.999
q17005,b11267,e11267,d,7,-1,1969-12-31 23:59:59.999
q17006,b11268,e11268,d,7,-1,1969-12-31 23:59:59.999
q17007,b11268,e11268,d,7,-1,1969-12-31 23:59:59.999
q17008,b11268,e11268,c,7,-1,1969-12-31 23:59:59.999
q17009,b11269,e11269,c,7,-1,1969-12-31 23:59:59.999
q17010,b11269,e11269,a,7,-1,1969-12-31 23:59:59.999
q17011,b11269,e11269,d,7,-1,1969-12-31 23:59:59.999
q17012,b11270,e11270,b,7,-1,1969-12-31 23:59:59.999
q17013,b11270,e11270,c,7,-1,1969-12-31 23:59:59.999
q17014,b11271,e11271,c,7,-1,1969-12-31 23:59:59.999
q17015,b11271,e11271,b,7,-1,1969-12-31 23:59:59.999
q17016,b11271,e11271,c,7,-1,1969-12-31 23:59:59.999
q17017,b11272,e11272,a,7,-1,1969-12-31 23:59:59.999
q17018,b11272,e11272,b,7,-1,1969-12-31 23:59:59.999
q17019,b11273,e11273,d,7,-1,1969-12-31 23:59:59.999
q17020,b11273,e11273,b,7,-1,1969-12-31 23:59:59.999
q17021,b11274,e11274,c,7,-1,1969-12-31 23:59:59.999
q17022,b11274,e11274,d,7,-1,1969-12-31 23:59:59.999
q17023,b11274,e11274,a,7,-1,1969-12-31 23:59:59.999
q17024,b11275,e11275,a,7,-1,1969-12-31 23:59:59.999
q17025,b11275,e11275,c,7,-1,1969-12-31 23:59:59.999
q17026,b11275,e11275,b,7,-1,1969-12-31 23:59:59.999
q17027,b11276,e11276,b,7,-1,1969-12-31 23:59:59.999
q17028,b11276,e11276,a,7,-1,1969-12-31 23:59:59.999
q17029,b11276,e11276,a,7,-1,1969-12-31 23:59:59.999
q17030,b11276,e11276,d,7,-1,1969-12-31 23:59:59.999
q17031,b11276,e11276,c,7,-1,1969-12-31 23:59:59.999
q17032,b11277,e11277,a,7,-1,1969-12-31 23:59:59.999
q17033,b11277,e11277,d,7,-1,1969-12-31 23:59:59.999
q17034,b11277,e11277,c,7,-1,1969-12-31 23:59:59.999
q17035,b11277,e11277,a,7,-1,1969-12-31 23:59:59.999
q17036,b11277,e11277,c,7,-1,1969-12-31 23:59:59.999
q17037,b11278,e11278,d,7,-1,1969-12-31 23:59:59.999
q17038,b11278,e11278,c,7,-1,1969-12-31 23:59:59.999
q17039,b11278,e11278,d,7,-1,1969-12-31 23:59:59.999
q17040,b11278,e11278,b,7,-1,1969-12-31 23:59:59.999
q17041,b11278,e11278,d,7,-1,1969-12-31 23:59:59.999
q17042,b11279,e11279,c,5,88,2019-10-30 05:04:01.510
q17043,b11280,e11280,b,5,85,2019-10-30 05:04:03.231
q17044,b11281,e11281,b,5,96,2019-10-30 05:04:04.800
q17045,b11282,e11282,c,5,76,2019-10-30 05:04:06.376
q17046,b11283,e11283,d,5,138,2019-10-30 05:04:07.939
q17047,b11284,e11284,a,5,74,1969-12-31 23:59:59.999
q17048,b11285,e11285,b,5,86,2019-10-30 05:04:10.996
q17049,b11286,e11286,b,5,77,2019-10-30 05:04:12.547
q17050,b11287,e11287,c,5,98,2019-10-30 05:04:14.126
q17051,b11288,e11288,a,5,133,2019-10-30 05:04:15.685
q17052,b11289,e11289,b,5,119,2019-10-30 05:04:17.213
q17053,b11290,e11290,c,5,83,2019-10-30 05:04:18.765
q17054,b11291,e11291,b,5,105,1969-12-31 23:59:59.999
q17055,b11292,e11292,d,5,76,2019-10-30 05:04:21.856
q17056,b11293,e11293,a,5,71,2019-10-30 05:04:23.417
q17057,b11294,e11294,b,5,74,2019-10-30 05:04:24.917
q17058,b11295,e11295,c,5,83,2019-10-30 05:04:26.450
q17059,b11296,e11296,b,5,77,2019-10-30 05:04:28.081
q17060,b11297,e11297,b,5,98,2019-10-30 05:04:29.630
q17061,b11298,e11298,d,5,133,2019-10-30 05:04:31.103
q17062,b11299,e11299,a,5,71,1969-12-31 23:59:59.999
q17063,b11300,e11300,b,5,85,2019-10-30 05:04:34.323
q17064,b11301,e11301,c,5,116,2019-10-30 05:04:35.979
q17065,b11302,e11302,d,5,78,2019-10-30 05:04:37.703
q17066,b11303,e11303,a,5,131,2019-10-30 05:04:39.377
q17067,b11304,e11304,d,5,76,2019-10-30 05:04:41.038
q17068,b11305,e11305,d,5,77,2019-10-30 05:04:42.605
q17069,b11306,e11306,a,5,83,2019-10-30 05:04:44.173
q17070,b11307,e11307,d,5,119,2019-10-30 05:04:45.746
q17071,b11308,e11308,d,5,85,1969-12-31 23:59:59.999
q17072,b11309,e11309,c,5,98,2019-04-15 03:22:49.734
q17073,b11310,e11310,c,5,129,2019-04-15 03:22:50.226
q17074,b11311,e11311,b,5,77,2019-04-15 03:22:50.747
q17075,b11312,e11312,c,5,71,2019-04-15 03:22:51.242
q17076,b11313,e11313,c,5,74,2019-04-15 03:22:51.790
q17077,b11314,e11314,a,5,86,2019-04-15 03:22:52.291
q17078,b11315,e11315,b,5,85,2019-04-15 03:22:52.840
q17079,b11316,e11316,d,5,88,2019-04-15 03:22:53.329
q17080,b11317,e11317,b,5,83,2019-04-15 03:22:53.831
q17081,b11318,e11318,c,5,119,2019-04-15 03:22:54.387
q17082,b11319,e11319,c,5,83,2019-04-15 03:22:54.869
q17083,b11320,e11320,c,5,107,2019-04-15 03:22:55.386
q17084,b11321,e11321,b,5,75,2019-04-15 03:22:55.880
q17085,b11322,e11322,b,5,85,2019-04-15 03:22:56.444
q17086,b11323,e11323,b,5,133,2019-04-15 03:22:56.954
q17087,b11324,e11324,b,5,72,2019-04-15 03:22:57.486
q17088,b11325,e11325,c,5,86,2019-04-15 03:22:57.981
q17089,b11326,e11326,c,5,76,2019-04-15 03:22:58.483
q17090,b11327,e11327,d,5,74,2019-04-15 03:22:59.046
q17091,b11328,e11328,b,5,80,2019-04-15 03:22:59.547
q17092,b11329,e11329,c,5,92,2019-04-15 03:23:00.108
q17093,b11330,e11330,d,5,77,2019-04-15 03:23:00.609
q17094,b11331,e11331,b,5,74,2019-04-15 03:23:01.146
q17095,b11332,e11332,b,5,83,2019-04-15 03:23:01.639
q17096,b11333,e11333,b,5,98,2019-04-15 03:23:02.181
q17097,b11334,e11334,c,5,71,2019-04-15 03:23:02.692
q17098,b11335,e11335,b,5,71,2019-04-15 03:23:03.180
q17099,b11336,e11336,b,5,76,2019-04-15 03:23:03.674
q17100,b11337,e11337,c,5,81,2019-04-15 03:23:04.225
q17101,b11338,e11338,a,5,85,2019-04-15 03:23:04.717
q17102,b11339,e11339,b,5,88,2019-04-15 03:21:34.659
q17103,b11340,e11340,c,5,83,2019-04-15 03:21:35.168
q17104,b11341,e11341,a,5,86,2019-04-15 03:21:35.669
q17105,b11342,e11342,c,5,133,2019-04-15 03:21:36.163
q17106,b11343,e11343,c,5,98,2019-04-15 03:21:36.651
q17107,b11344,e11344,b,5,74,2019-04-15 03:21:37.142
q17108,b11345,e11345,b,5,107,2019-04-15 03:21:37.651
q17109,b11346,e11346,d,5,76,2019-04-15 03:21:38.154
q17110,b11347,e11347,a,5,77,2019-04-15 03:21:38.760
q17111,b11348,e11348,d,5,71,2019-04-15 03:21:39.253
q17112,b11349,e11349,d,5,74,2019-04-15 03:21:39.747
q17113,b11350,e11350,c,5,131,2019-04-15 03:21:40.239
q17114,b11351,e11351,a,5,85,2019-04-15 03:21:40.758
q17115,b11352,e11352,b,5,81,2019-04-15 03:21:41.253
q17116,b11353,e11353,d,5,74,2019-04-15 03:21:41.752
q17117,b11354,e11354,d,5,86,2019-04-15 03:21:42.243
q17118,b11355,e11355,a,5,76,2019-04-15 03:21:42.734
q17119,b11356,e11356,d,5,100,2019-04-15 03:21:43.231
q17120,b11357,e11357,d,5,85,2019-04-15 03:21:43.717
